code,desc
M4,Adult osteochondrosis of spine: Lumbar region
M4,Adult osteochondrosis of spine: Lumbosacral region
M4,Adult osteochondrosis of spine: Sacral and sacrococcygeal region
M4,Adult osteochondrosis of spine: Site unspecified
M4,"Spinal osteochondrosis, unspecified"
M4,"Spinal osteochondrosis, unspecified: Multiple sites in spine"
M4,"Spinal osteochondrosis, unspecified: Occipito-atlanto-axial region"
M4,"Spinal osteochondrosis, unspecified: Cervical region"
M4,"Spinal osteochondrosis, unspecified: Cervicothoracic region"
M4,"Spinal osteochondrosis, unspecified: Thoracic region"
M4,"Spinal osteochondrosis, unspecified: Thoracolumbar region"
M4,"Spinal osteochondrosis, unspecified: Lumbar region"
M4,"Spinal osteochondrosis, unspecified: Lumbosacral region"
M4,"Spinal osteochondrosis, unspecified: Sacral and sacrococcygeal region"
M4,"Spinal osteochondrosis, unspecified: Site unspecified"
M4,Spondylolysis
M4,Spondylolysis: Multiple sites in spine
M4,Spondylolysis: Occipito-atlanto-axial region
M4,Spondylolysis: Cervical region
M4,Spondylolysis: Cervicothoracic region
M4,Spondylolysis: Thoracic region
M4,Spondylolysis: Thoracolumbar region
M4,Spondylolysis: Lumbar region
M4,Spondylolysis: Lumbosacral region
M4,Spondylolysis: Sacral and sacrococcygeal region
M4,Spondylolysis: Site unspecified
M4,Spondylolisthesis
M4,Spondylolisthesis: Multiple sites in spine
M4,Spondylolisthesis: Occipito-atlanto-axial region
M4,Spondylolisthesis: Cervical region
M4,Spondylolisthesis: Cervicothoracic region
M4,Spondylolisthesis: Thoracic region
M4,Spondylolisthesis: Thoracolumbar region
M4,Spondylolisthesis: Lumbar region
M4,Spondylolisthesis: Lumbosacral region
M4,Spondylolisthesis: Sacral and sacrococcygeal region
M4,Spondylolisthesis: Site unspecified
M4,Other fusion of spine
M4,Other fusion of spine: Multiple sites in spine
M4,Other fusion of spine: Occipito-atlanto-axial region
M4,Other fusion of spine: Cervical region
M4,Other fusion of spine: Cervicothoracic region
M4,Other fusion of spine: Thoracic region
M4,Other fusion of spine: Thoracolumbar region
M4,Other fusion of spine: Lumbar region
M4,Other fusion of spine: Lumbosacral region
M4,Other fusion of spine: Sacral and sacrococcygeal region
M4,Other fusion of spine: Site unspecified
M4,Recurrent atlantoaxial subluxation with myelopathy
M4,Recurrent atlantoaxial subluxation with myelopathy: Multiple sites in spine
M4,Recurrent atlantoaxial subluxation with myelopathy: Occipito-atlanto-axial region
M4,Recurrent atlantoaxial subluxation with myelopathy: Cervical region
M4,Recurrent atlantoaxial subluxation with myelopathy: Cervicothoracic region
M4,Recurrent atlantoaxial subluxation with myelopathy: Thoracic region
M4,Recurrent atlantoaxial subluxation with myelopathy: Thoracolumbar region
M4,Recurrent atlantoaxial subluxation with myelopathy: Lumbar region
M4,Recurrent atlantoaxial subluxation with myelopathy: Lumbosacral region
M4,Recurrent atlantoaxial subluxation with myelopathy: Sacral and sacrococcygeal region
M4,Recurrent atlantoaxial subluxation with myelopathy: Site unspecified
M4,Other recurrent atlantoaxial subluxation
M4,Other recurrent vertebral subluxation
M4,Other recurrent vertebral subluxation: Multiple sites in spine
M4,Other recurrent vertebral subluxation: Cervical region
M4,Other recurrent vertebral subluxation: Cervicothoracic region
M4,Other recurrent vertebral subluxation: Thoracic region
M4,Other recurrent vertebral subluxation: Thoracolumbar region
M4,Other recurrent vertebral subluxation: Lumbar region
M4,Other recurrent vertebral subluxation: Lumbosacral region
M4,Other recurrent vertebral subluxation: Sacral and sacrococcygeal region
M4,Other recurrent vertebral subluxation: Site unspecified
M4,Torticollis
M4,Other specified deforming dorsopathies
M4,Other specified deforming dorsopathies: Multiple sites in spine
M4,Other specified deforming dorsopathies: Occipito-atlanto-axial region
M4,Other specified deforming dorsopathies: Cervical region
M4,Other specified deforming dorsopathies: Cervicothoracic region
M4,Other specified deforming dorsopathies: Thoracic region
M4,Other specified deforming dorsopathies: Thoracolumbar region
M4,Other specified deforming dorsopathies: Lumbar region
M4,Other specified deforming dorsopathies: Lumbosacral region
M4,Other specified deforming dorsopathies: Sacral and sacrococcygeal region
M4,Other specified deforming dorsopathies: Site unspecified
M4,"Deforming dorsopathy, unspecified"
M4,"Deforming dorsopathy, unspecified: Multiple sites in spine"
M4,"Deforming dorsopathy, unspecified: Occipito-atlanto-axial region"
M4,"Deforming dorsopathy, unspecified: Cervical region"
M4,"Deforming dorsopathy, unspecified: Cervicothoracic region"
M4,"Deforming dorsopathy, unspecified: Thoracic region"
M4,"Deforming dorsopathy, unspecified: Thoracolumbar region"
M4,"Deforming dorsopathy, unspecified: Lumbar region"
M4,"Deforming dorsopathy, unspecified: Lumbosacral region"
M4,"Deforming dorsopathy, unspecified: Sacral and sacrococcygeal region"
M4,"Deforming dorsopathy, unspecified: Site unspecified"
M4,Ankylosing spondylitis
M4,Ankylosing spondylitis: Multiple sites in spine
M4,Ankylosing spondylitis: Occipito-atlanto-axial region
M4,Ankylosing spondylitis: Cervical region
M4,Ankylosing spondylitis: Cervicothoracic region
M4,Ankylosing spondylitis: Thoracic region
M4,Ankylosing spondylitis: Thoracolumbar region
M4,Ankylosing spondylitis: Lumbar region
M4,Ankylosing spondylitis: Lumbosacral region
M4,Ankylosing spondylitis: Sacral and sacrococcygeal region
M4,Ankylosing spondylitis: Site unspecified
M4,Spinal enthesopathy
M4,Spinal enthesopathy: Multiple sites in spine
M4,Spinal enthesopathy: Occipito-atlanto-axial region
M4,Spinal enthesopathy: Cervical region
M4,Spinal enthesopathy: Cervicothoracic region
M4,Spinal enthesopathy: Thoracic region
M4,Spinal enthesopathy: Thoracolumbar region
M4,Spinal enthesopathy: Lumbar region
M4,Spinal enthesopathy: Lumbosacral region
M4,Spinal enthesopathy: Sacral and sacrococcygeal region
M4,Spinal enthesopathy: Site unspecified
M4,"Sacroiliitis, not elsewhere classified"
M4,Osteomyelitis of vertebra
M4,Osteomyelitis of vertebra: Multiple sites in spine
M4,Osteomyelitis of vertebra: Occipito-atlanto-axial region
M4,Osteomyelitis of vertebra: Cervical region
M4,Osteomyelitis of vertebra: Cervicothoracic region
M4,Osteomyelitis of vertebra: Thoracic region
M4,Osteomyelitis of vertebra: Thoracolumbar region
M4,Osteomyelitis of vertebra: Lumbar region
M4,Osteomyelitis of vertebra: Lumbosacral region
M4,Osteomyelitis of vertebra: Sacral and sacrococcygeal region
M4,Osteomyelitis of vertebra: Site unspecified
M4,Infection of intervertebral disc (pyogenic)
M4,Infection of intervertebral disc (pyogenic): Multiple sites in spine
M4,Infection of intervertebral disc (pyogenic): Occipito-atlanto-axial region
M4,Infection of intervertebral disc (pyogenic): Cervical region
M4,Infection of intervertebral disc (pyogenic): Cervicothoracic region
M4,Infection of intervertebral disc (pyogenic): Thoracic region
M4,Infection of intervertebral disc (pyogenic): Thoracolumbar region
M4,Infection of intervertebral disc (pyogenic): Lumbar region
M4,Infection of intervertebral disc (pyogenic): Lumbosacral region
M4,Infection of intervertebral disc (pyogenic): Sacral and sacrococcygeal region
M4,Infection of intervertebral disc (pyogenic): Site unspecified
M4,"Discitis, unspecified"
M4,"Discitis, unspecified: Multiple sites in spine"
M4,"Discitis, unspecified: Occipito-atlanto-axial region"
M4,"Discitis, unspecified: Cervical region"
M4,"Discitis, unspecified: Cervicothoracic region"
M4,"Discitis, unspecified: Thoracic region"
M4,"Discitis, unspecified: Thoracolumbar region"
M4,"Discitis, unspecified: Lumbar region"
M4,"Discitis, unspecified: Lumbosacral region"
M4,"Discitis, unspecified: Sacral and sacrococcygeal region"
M4,"Discitis, unspecified: Site unspecified"
M4,Other infective spondylopathies
M4,Other infective spondylopathies: Multiple sites in spine
M4,Other infective spondylopathies: Occipito-atlanto-axial region
M4,Other infective spondylopathies: Cervical region
M4,Other infective spondylopathies: Cervicothoracic region
M4,Other infective spondylopathies: Thoracic region
M4,Other infective spondylopathies: Thoracolumbar region
M4,Other infective spondylopathies: Lumbar region
M4,Other infective spondylopathies: Lumbosacral region
M4,Other infective spondylopathies: Sacral and sacrococcygeal region
M4,Other infective spondylopathies: Site unspecified
M4,Other specified inflammatory spondylopathies
M4,Other specified inflammatory spondylopathies: Multiple sites in spine
M4,Other specified inflammatory spondylopathies: Occipito-atlanto-axial region
M4,Other specified inflammatory spondylopathies: Cervical region
M4,Other specified inflammatory spondylopathies: Cervicothoracic region
M4,Other specified inflammatory spondylopathies: Thoracic region
M4,Other specified inflammatory spondylopathies: Thoracolumbar region
M4,Other specified inflammatory spondylopathies: Lumbar region
M4,Other specified inflammatory spondylopathies: Lumbosacral region
M4,Other specified inflammatory spondylopathies: Sacral and sacrococcygeal region
M4,Other specified inflammatory spondylopathies: Site unspecified
M4,"Inflammatory spondylopathy, unspecified"
M4,"Inflammatory spondylopathy, unspecified: Multiple sites in spine"
M4,"Inflammatory spondylopathy, unspecified: Occipito-atlanto-axial region"
M4,"Inflammatory spondylopathy, unspecified: Cervical region"
M4,"Inflammatory spondylopathy, unspecified: Cervicothoracic region"
M4,"Inflammatory spondylopathy, unspecified: Thoracic region"
M4,"Inflammatory spondylopathy, unspecified: Thoracolumbar region"
M4,"Inflammatory spondylopathy, unspecified: Lumbar region"
M4,"Inflammatory spondylopathy, unspecified: Lumbosacral region"
M4,"Inflammatory spondylopathy, unspecified: Sacral and sacrococcygeal region"
M4,"Inflammatory spondylopathy, unspecified: Site unspecified"
M4,Anterior spinal and vertebral artery compression syndromes
M4,Anterior spinal and vertebral artery compression syndromes: Multiple sites in spine
M4,Anterior spinal and vertebral artery compression syndromes: Occipito-atlanto-axial region
M4,Anterior spinal and vertebral artery compression syndromes: Cervical region
M4,Anterior spinal and vertebral artery compression syndromes: Cervicothoracic region
M4,Anterior spinal and vertebral artery compression syndromes: Thoracic region
M4,Anterior spinal and vertebral artery compression syndromes: Thoracolumbar region
M4,Anterior spinal and vertebral artery compression syndromes: Lumbar region
M4,Anterior spinal and vertebral artery compression syndromes: Lumbosacral region
M4,Anterior spinal and vertebral artery compression syndromes: Sacral and sacrococcygeal region
M4,Anterior spinal and vertebral artery compression syndromes: Site unspecified
M4,Other spondylosis with myelopathy
M4,Other spondylosis with myelopathy: Multiple sites in spine
M4,Other spondylosis with myelopathy: Occipito-atlanto-axial region
M4,Other spondylosis with myelopathy: Cervical region
M4,Other spondylosis with myelopathy: Cervicothoracic region
M4,Other spondylosis with myelopathy: Thoracic region
M4,Other spondylosis with myelopathy: Thoracolumbar region
M4,Other spondylosis with myelopathy: Lumbar region
M4,Other spondylosis with myelopathy: Lumbosacral region
M4,Other spondylosis with myelopathy: Sacral and sacrococcygeal region
M4,Other spondylosis with myelopathy: Site unspecified
M4,Other spondylosis with radiculopathy
M4,Other spondylosis with radiculopathy: Multiple sites in spine
M4,Other spondylosis with radiculopathy: Occipito-atlanto-axial region
M4,Other spondylosis with radiculopathy: Cervical region
M4,Other spondylosis with radiculopathy: Cervicothoracic region
M4,Other spondylosis with radiculopathy: Thoracic region
M4,Other spondylosis with radiculopathy: Thoracolumbar region
M4,Other spondylosis with radiculopathy: Lumbar region
M4,Other spondylosis with radiculopathy: Lumbosacral region
M4,Other spondylosis with radiculopathy: Sacral and sacrococcygeal region
M4,Other spondylosis with radiculopathy: Site unspecified
M4,Other spondylosis
M4,Other spondylosis: Multiple sites in spine
M4,Other spondylosis: Occipito-atlanto-axial region
M4,Other spondylosis: Cervical region
M4,Other spondylosis: Cervicothoracic region
M4,Other spondylosis: Thoracic region
M4,Other spondylosis: Thoracolumbar region
M4,Other spondylosis: Lumbar region
M4,Other spondylosis: Lumbosacral region
M4,Other spondylosis: Sacral and sacrococcygeal region
M4,Other spondylosis: Site unspecified
M4,"Spondylosis, unspecified"
M4,"Spondylosis, unspecified: Multiple sites in spine"
M4,"Spondylosis, unspecified: Occipito-atlanto-axial region"
M4,"Spondylosis, unspecified: Cervical region"
M4,"Spondylosis, unspecified: Cervicothoracic region"
M4,"Spondylosis, unspecified: Thoracic region"
M4,"Spondylosis, unspecified: Thoracolumbar region"
M4,"Spondylosis, unspecified: Lumbar region"
M4,"Spondylosis, unspecified: Lumbosacral region"
M4,"Spondylosis, unspecified: Sacral and sacrococcygeal region"
M4,"Spondylosis, unspecified: Site unspecified"
M4,Spinal stenosis
M4,Spinal stenosis: Multiple sites in spine
M4,Spinal stenosis: Occipito-atlanto-axial region
M4,Spinal stenosis: Cervical region
M4,Spinal stenosis: Cervicothoracic region
M4,Spinal stenosis: Thoracic region
M4,Spinal stenosis: Thoracolumbar region
M4,Spinal stenosis: Lumbar region
M4,Spinal stenosis: Lumbosacral region
M4,Spinal stenosis: Sacral and sacrococcygeal region
M4,Spinal stenosis: Site unspecified
M4,Ankylosing hyperostosis [Forestier]
M4,Ankylosing hyperostosis [Forestier]: Multiple sites in spine
M4,Ankylosing hyperostosis [Forestier]: Occipito-atlanto-axial region
M4,Ankylosing hyperostosis [Forestier]: Cervical region
M4,Ankylosing hyperostosis [Forestier]: Cervicothoracic region
M4,Ankylosing hyperostosis [Forestier]: Thoracic region
M4,Ankylosing hyperostosis [Forestier]: Thoracolumbar region
M4,Ankylosing hyperostosis [Forestier]: Lumbar region
M4,Ankylosing hyperostosis [Forestier]: Lumbosacral region
M4,Ankylosing hyperostosis [Forestier]: Sacral and sacrococcygeal region
M4,Ankylosing hyperostosis [Forestier]: Site unspecified
M4,Kissing spine
M4,Kissing spine: Multiple sites in spine
M4,Kissing spine: Occipito-atlanto-axial region
M4,Kissing spine: Cervical region
M4,Kissing spine: Cervicothoracic region
M4,Kissing spine: Thoracic region
M4,Kissing spine: Thoracolumbar region
M4,Kissing spine: Lumbar region
M4,Kissing spine: Lumbosacral region
M4,Kissing spine: Sacral and sacrococcygeal region
M4,Kissing spine: Site unspecified
M4,Traumatic spondylopathy
M4,Traumatic spondylopathy: Multiple sites in spine
M4,Traumatic spondylopathy: Occipito-atlanto-axial region
M4,Traumatic spondylopathy: Cervical region
M4,Traumatic spondylopathy: Cervicothoracic region
M4,Traumatic spondylopathy: Thoracic region
M4,Traumatic spondylopathy: Thoracolumbar region
M4,Traumatic spondylopathy: Lumbar region
M4,Traumatic spondylopathy: Lumbosacral region
M4,Traumatic spondylopathy: Sacral and sacrococcygeal region
M4,Traumatic spondylopathy: Site unspecified
M4,Fatigue fracture of vertebra
M4,Fatigue fracture of vertebra: Multiple sites in spine
M4,Fatigue fracture of vertebra: Occipito-atlanto-axial region
M4,Fatigue fracture of vertebra: Cervical region
M4,Fatigue fracture of vertebra: Cervicothoracic region
M4,Fatigue fracture of vertebra: Thoracic region
M4,Fatigue fracture of vertebra: Thoracolumbar region
M4,Fatigue fracture of vertebra: Lumbar region
M4,Fatigue fracture of vertebra: Lumbosacral region
M4,Fatigue fracture of vertebra: Sacral and sacrococcygeal region
M4,Fatigue fracture of vertebra: Site unspecified
M4,"Collapsed vertebra, not elsewhere classified"
M4,"Collapsed vertebra, not elsewhere classified: Multiple sites in spine"
M4,"Collapsed vertebra, not elsewhere classified: Occipito-atlanto-axial region"
M4,"Collapsed vertebra, not elsewhere classified: Cervical region"
M4,"Collapsed vertebra, not elsewhere classified: Cervicothoracic region"
M4,"Collapsed vertebra, not elsewhere classified: Thoracic region"
M4,"Collapsed vertebra, not elsewhere classified: Thoracolumbar region"
M4,"Collapsed vertebra, not elsewhere classified: Lumbar region"
M4,"Collapsed vertebra, not elsewhere classified: Lumbosacral region"
M4,"Collapsed vertebra, not elsewhere classified: Sacral and sacrococcygeal region"
M4,"Collapsed vertebra, not elsewhere classified: Site unspecified"
M4,Other specified spondylopathies
M4,Other specified spondylopathies: Multiple sites in spine
M4,Other specified spondylopathies: Occipito-atlanto-axial region
M4,Other specified spondylopathies: Cervical region
M4,Other specified spondylopathies: Cervicothoracic region
M4,Other specified spondylopathies: Thoracic region
M4,Other specified spondylopathies: Thoracolumbar region
M4,Other specified spondylopathies: Lumbar region
M4,Other specified spondylopathies: Lumbosacral region
M4,Other specified spondylopathies: Sacral and sacrococcygeal region
M4,Other specified spondylopathies: Site unspecified
M4,"Spondylopathy, unspecified"
M4,"Spondylopathy, unspecified: Multiple sites in spine"
M4,"Spondylopathy, unspecified: Occipito-atlanto-axial region"
M4,"Spondylopathy, unspecified: Cervical region"
M4,"Spondylopathy, unspecified: Cervicothoracic region"
M4,"Spondylopathy, unspecified: Thoracic region"
M4,"Spondylopathy, unspecified: Thoracolumbar region"
M4,"Spondylopathy, unspecified: Lumbar region"
M4,"Spondylopathy, unspecified: Lumbosacral region"
M4,"Spondylopathy, unspecified: Sacral and sacrococcygeal region"
M4,"Spondylopathy, unspecified: Site unspecified"
M4,Tuberculosis of spine
M4,Tuberculosis of spine: Multiple sites in spine
M4,Tuberculosis of spine: Occipito-atlanto-axial region
M4,Tuberculosis of spine: Cervical region
M4,Tuberculosis of spine: Cervicothoracic region
M4,Tuberculosis of spine: Thoracic region
M4,Tuberculosis of spine: Thoracolumbar region
M4,Tuberculosis of spine: Lumbar region
M4,Tuberculosis of spine: Lumbosacral region
M4,Tuberculosis of spine: Sacral and sacrococcygeal region
M4,Tuberculosis of spine: Site unspecified
M4,Brucella spondylitis
M4,Brucella spondylitis: Multiple sites in spine
M4,Brucella spondylitis: Occipito-atlanto-axial region
M4,Brucella spondylitis: Cervical region
M4,Brucella spondylitis: Cervicothoracic region
M4,Brucella spondylitis: Thoracic region
M4,Brucella spondylitis: Thoracolumbar region
M4,Brucella spondylitis: Lumbar region
M4,Brucella spondylitis: Lumbosacral region
M4,Brucella spondylitis: Sacral and sacrococcygeal region
M4,Brucella spondylitis: Site unspecified
M4,Enterobacterial spondylitis
M4,Enterobacterial spondylitis: Multiple sites in spine
M4,Enterobacterial spondylitis: Occipito-atlanto-axial region
M4,Enterobacterial spondylitis: Cervical region
M4,Enterobacterial spondylitis: Cervicothoracic region
M4,Enterobacterial spondylitis: Thoracic region
M4,Enterobacterial spondylitis: Thoracolumbar region
M4,Enterobacterial spondylitis: Lumbar region
M4,Enterobacterial spondylitis: Lumbosacral region
M4,Enterobacterial spondylitis: Sacral and sacrococcygeal region
M4,Enterobacterial spondylitis: Site unspecified
M4,Spondylopathy in other infectious and parasitic diseases classified elsewhere
M4,Spondylopathy in other infectious and parasitic diseases classified elsewhere: Multiple sites in spine
M4,Spondylopathy in other infectious and parasitic diseases classified elsewhere: Occipito-atlanto-axial region
M4,Spondylopathy in other infectious and parasitic diseases classified elsewhere: Cervical region
M4,Spondylopathy in other infectious and parasitic diseases classified elsewhere: Cervicothoracic region
M4,Spondylopathy in other infectious and parasitic diseases classified elsewhere: Thoracic region
M4,Spondylopathy in other infectious and parasitic diseases classified elsewhere: Thoracolumbar region
M4,Spondylopathy in other infectious and parasitic diseases classified elsewhere: Lumbar region
M4,Spondylopathy in other infectious and parasitic diseases classified elsewhere: Lumbosacral region
M4,Spondylopathy in other infectious and parasitic diseases classified elsewhere: Sacral and sacrococcygeal region
M4,Spondylopathy in other infectious and parasitic diseases classified elsewhere: Site unspecified
M4,Neuropathic spondylopathy
M4,Neuropathic spondylopathy: Multiple sites in spine
M4,Neuropathic spondylopathy: Occipito-atlanto-axial region
M4,Neuropathic spondylopathy: Cervical region
M4,Neuropathic spondylopathy: Cervicothoracic region
M4,Neuropathic spondylopathy: Thoracic region
M4,Neuropathic spondylopathy: Thoracolumbar region
M4,Neuropathic spondylopathy: Lumbar region
M4,Neuropathic spondylopathy: Lumbosacral region
M4,Neuropathic spondylopathy: Sacral and sacrococcygeal region
M4,Neuropathic spondylopathy: Site unspecified
M4,Collapsed vertebra in diseases classified elsewhere
M4,Collapsed vertebra in diseases classified elsewhere: Multiple sites in spine
M4,Collapsed vertebra in diseases classified elsewhere: Occipito-atlanto-axial region
M4,Collapsed vertebra in diseases classified elsewhere: Cervical region
M4,Collapsed vertebra in diseases classified elsewhere: Cervicothoracic region
M4,Collapsed vertebra in diseases classified elsewhere: Thoracic region
M4,Collapsed vertebra in diseases classified elsewhere: Thoracolumbar region
M4,Collapsed vertebra in diseases classified elsewhere: Lumbar region
M4,Collapsed vertebra in diseases classified elsewhere: Lumbosacral region
M4,Collapsed vertebra in diseases classified elsewhere: Sacral and sacrococcygeal region
M4,Collapsed vertebra in diseases classified elsewhere: Site unspecified
M4,Spondylopathy in other diseases classified elsewhere
M4,Spondylopathy in other diseases classified elsewhere: Multiple sites in spine
M4,Spondylopathy in other diseases classified elsewhere: Occipito-atlanto-axial region
M4,Spondylopathy in other diseases classified elsewhere: Cervical region
M4,Spondylopathy in other diseases classified elsewhere: Cervicothoracic region
M4,Spondylopathy in other diseases classified elsewhere: Thoracic region
M4,Spondylopathy in other diseases classified elsewhere: Thoracolumbar region
M4,Spondylopathy in other diseases classified elsewhere: Lumbar region
M4,Spondylopathy in other diseases classified elsewhere: Lumbosacral region
M4,Spondylopathy in other diseases classified elsewhere: Sacral and sacrococcygeal region
M4,Spondylopathy in other diseases classified elsewhere: Site unspecified
M5,Cervical disc disorder with myelopathy
M5,Cervical disc disorder with radiculopathy
M5,Other cervical disc displacement
M5,Other cervical disc degeneration
M5,Other cervical disc disorders
M5,"Cervical disc disorder, unspecified"
M5,Lumbar and other intervertebral disc disorders with myelopathy
M5,Lumbar and other intervertebral disc disorders with radiculopathy
M5,Other specified intervertebral disc displacement
M5,Other specified intervertebral disc degeneration
M5,Schmorl nodes
M5,Other specified intervertebral disc disorders
M5,"Intervertebral disc disorder, unspecified"
M5,Cervicocranial syndrome
M5,Cervicocranial syndrome: Multiple sites in spine
M5,Cervicocranial syndrome: Occipito-atlanto-axial region
M5,Cervicocranial syndrome: Cervical region
M5,Cervicocranial syndrome: Cervicothoracic region
M5,Cervicobrachial syndrome
M5,Cervicobrachial syndrome: Multiple sites in spine
M5,Cervicobrachial syndrome: Occipito-atlanto-axial region
M5,Cervicobrachial syndrome: Cervical region
M5,Cervicobrachial syndrome: Cervicothoracic region
M5,Spinal instabilities
M5,Spinal instabilities: Multiple sites in spine
M5,Spinal instabilities: Occipito-atlanto-axial region
M5,Spinal instabilities: Cervical region
M5,Spinal instabilities: Cervicothoracic region
M5,Spinal instabilities: Thoracic region
M5,Spinal instabilities: Thoracolumbar region
M5,Spinal instabilities: Lumbar region
M5,Spinal instabilities: Lumbosacral region
M5,Spinal instabilities: Sacral and sacrococcygeal region
M5,Spinal instabilities: Site unspecified
M5,"Sacrococcygeal disorders, not elsewhere classified"
M5,Other specified dorsopathies
M5,Other specified dorsopathies: Multiple sites in spine
M5,Other specified dorsopathies: Occipito-atlanto-axial region
M5,Other specified dorsopathies: Cervical region
M5,Other specified dorsopathies: Cervicothoracic region
M5,Other specified dorsopathies: Thoracic region
M5,Other specified dorsopathies: Thoracolumbar region
M5,Other specified dorsopathies: Lumbar region
M5,Other specified dorsopathies: Lumbosacral region
M5,Other specified dorsopathies: Sacral and sacrococcygeal region
M5,Other specified dorsopathies: Site unspecified
M5,"Dorsopathy, unspecified"
M5,"Dorsopathy, unspecified: Multiple sites in spine"
M5,"Dorsopathy, unspecified: Occipito-atlanto-axial region"
M5,"Dorsopathy, unspecified: Cervical region"
M5,"Dorsopathy, unspecified: Cervicothoracic region"
M5,"Dorsopathy, unspecified: Thoracic region"
M5,"Dorsopathy, unspecified: Thoracolumbar region"
M5,"Dorsopathy, unspecified: Lumbar region"
M5,"Dorsopathy, unspecified: Lumbosacral region"
M5,"Dorsopathy, unspecified: Sacral and sacrococcygeal region"
M5,"Dorsopathy, unspecified: Site unspecified"
M5,Panniculitis affecting regions of neck and back
M5,Panniculitis affecting regions of neck and back: Multiple sites in spine
M5,Panniculitis affecting regions of neck and back: Occipito-atlanto-axial region
M5,Panniculitis affecting regions of neck and back: Cervical region
M5,Panniculitis affecting regions of neck and back: Cervicothoracic region
M5,Panniculitis affecting regions of neck and back: Thoracic region
M5,Panniculitis affecting regions of neck and back: Thoracolumbar region
M5,Panniculitis affecting regions of neck and back: Lumbar region
M5,Panniculitis affecting regions of neck and back: Lumbosacral region
M5,Panniculitis affecting regions of neck and back: Sacral and sacrococcygeal region
M5,Panniculitis affecting regions of neck and back: Site unspecified
M5,Radiculopathy
M5,Radiculopathy: Multiple sites in spine
M5,Radiculopathy: Occipito-atlanto-axial region
M5,Radiculopathy: Cervical region
M5,Radiculopathy: Cervicothoracic region
M5,Radiculopathy: Thoracic region
M5,Radiculopathy: Thoracolumbar region
M5,Radiculopathy: Lumbar region
M5,Radiculopathy: Lumbosacral region
M5,Radiculopathy: Sacral and sacrococcygeal region
M5,Radiculopathy: Site unspecified
M5,Cervicalgia
M5,Cervicalgia: Occipito-atlanto-axial region
M5,Cervicalgia: Cervical region
M5,Cervicalgia: Cervicothoracic region
M5,Sciatica
M5,Sciatica: Multiple sites in spine
M5,Sciatica: Thoracolumbar region
M5,Sciatica: Lumbar region
M5,Sciatica: Lumbosacral region
M5,Sciatica: Sacral and sacrococcygeal region
M5,Sciatica: Site unspecified
M5,Lumbago with sciatica
M5,Lumbago with sciatica: Multiple sites in spine
M5,Lumbago with sciatica: Thoracolumbar region
M5,Lumbago with sciatica: Lumbar region
M5,Lumbago with sciatica: Lumbosacral region
M5,Lumbago with sciatica: Sacral and sacrococcygeal region
M5,Lumbago with sciatica: Site unspecified
M5,Low back pain
M5,Low back pain: Multiple sites in spine
M5,Low back pain: Thoracolumbar region
M5,Low back pain: Lumbar region
M5,Low back pain: Lumbosacral region
M5,Low back pain: Sacral and sacrococcygeal region
M5,Low back pain: Site unspecified
M5,Pain in thoracic spine
M5,Pain in thoracic spine: Multiple sites in spine
M5,Pain in thoracic spine: Cervicothoracic region
M5,Pain in thoracic spine: Thoracic region
M5,Pain in thoracic spine: Thoracolumbar region
M5,Other dorsalgia
M5,Other dorsalgia: Multiple sites in spine
M5,Other dorsalgia: Occipito-atlanto-axial region
M5,Other dorsalgia: Cervical region
M5,Other dorsalgia: Cervicothoracic region
M5,Other dorsalgia: Thoracic region
M5,Other dorsalgia: Thoracolumbar region
M5,Other dorsalgia: Lumbar region
M5,Other dorsalgia: Lumbosacral region
M5,Other dorsalgia: Sacral and sacrococcygeal region
M5,Other dorsalgia: Site unspecified
M5,"Dorsalgia, unspecified"
M5,"Dorsalgia, unspecified: Multiple sites in spine"
M5,"Dorsalgia, unspecified: Occipito-atlanto-axial region"
M5,"Dorsalgia, unspecified: Cervical region"
M5,"Dorsalgia, unspecified: Cervicothoracic region"
M5,"Dorsalgia, unspecified: Thoracic region"
M5,"Dorsalgia, unspecified: Thoracolumbar region"
M5,"Dorsalgia, unspecified: Lumbar region"
M5,"Dorsalgia, unspecified: Lumbosacral region"
M5,"Dorsalgia, unspecified: Sacral and sacrococcygeal region"
M5,"Dorsalgia, unspecified: Site unspecified"
M6,Infective myositis
M6,Infective myositis: Multiple sites
M6,Infective myositis: Shoulder region
M6,Infective myositis: Upper arm
M6,Infective myositis: Forearm
M6,Infective myositis: Hand
M6,Infective myositis: Pelvic region and thigh
M6,Infective myositis: Lower leg
M6,Infective myositis: Ankle and foot
M6,Infective myositis: Other
M6,Infective myositis: Site unspecified
M6,Interstitial myositis
M6,Interstitial myositis: Multiple sites
M6,Interstitial myositis: Shoulder region
M6,Interstitial myositis: Upper arm
M6,Interstitial myositis: Forearm
M6,Interstitial myositis: Hand
M6,Interstitial myositis: Pelvic region and thigh
M6,Interstitial myositis: Lower leg
M6,Interstitial myositis: Ankle and foot
M6,Interstitial myositis: Other
M6,Interstitial myositis: Site unspecified
M6,"Foreign body granuloma of soft tissue, not elsewhere classified"
M6,"Foreign body granuloma of soft tissue, not elsewhere classified: Multiple sites"
M6,"Foreign body granuloma of soft tissue, not elsewhere classified: Shoulder region"
M6,"Foreign body granuloma of soft tissue, not elsewhere classified: Upper arm"
M6,"Foreign body granuloma of soft tissue, not elsewhere classified: Forearm"
