code,desc
K41,"Bilateral femoral hernia, with obstruction, without gangrene"
K41,"Bilateral femoral hernia, with gangrene"
K41,"Bilateral femoral hernia, without obstruction or gangrene"
K41,"Unilateral or unspecified femoral hernia, with obstruction, without gangrene"
K41,"Unilateral or unspecified femoral hernia, with gangrene"
K41,"Unilateral or unspecified femoral hernia, without obstruction or gangrene"
K42,"Umbilical hernia with obstruction, without gangrene"
K42,Umbilical hernia with gangrene
K42,Umbilical hernia without obstruction or gangrene
K43,"Incisional hernia with obstruction, without gangrene"
K43,Incisional hernia with gangrene
K43,Incisional hernia without obstruction or gangrene
K43,"Parastomal hernia with obstruction, without gangrene"
K43,Parastomal hernia with gangrene
K43,Parastomal hernia without obstruction or gangrene
K43,"Other and unspecified ventral hernia with obstruction, without gangrene"
K43,Other and unspecified ventral hernia with gangrene
K43,Other and unspecified ventral hernia without obstruction or gangrene
K44,"Diaphragmatic hernia with obstruction, without gangrene"
K44,Diaphragmatic hernia with gangrene
K44,Diaphragmatic hernia without obstruction or gangrene
K45,"Other specified abdominal hernia with obstruction, without gangrene"
K45,Other specified abdominal hernia with gangrene
K45,Other specified abdominal hernia without obstruction or gangrene
K46,"Unspecified abdominal hernia with obstruction, without gangrene"
K46,Unspecified abdominal hernia with gangrene
K46,Unspecified abdominal hernia without obstruction or gangrene
K50,Crohn disease of small intestine
K50,Crohn disease of large intestine
K50,Other Crohn disease
K50,"Crohn disease, unspecified"
K51,Ulcerative (chronic) pancolitis
K51,Ulcerative (chronic) proctitis
K51,Ulcerative (chronic) rectosigmoiditis
K51,Inflammatory polyps
K51,Left sided colitis
K51,Other ulcerative colitis
K51,"Ulcerative colitis, unspecified"
K52,Gastroenteritis and colitis due to radiation
K52,Toxic gastroenteritis and colitis
K52,Allergic and dietetic gastroenteritis and colitis
K52,Indeterminate colitis
K52,Other specified noninfective gastroenteritis and colitis
K52,"Noninfective gastroenteritis and colitis, unspecified"
K55,Acute vascular disorders of intestine
K55,Chronic vascular disorders of intestine
K55,Angiodysplasia of colon
K55,Other vascular disorders of intestine
K55,"Vascular disorder of intestine, unspecified"
K56,Paralytic ileus
K56,Intussusception
K56,Volvulus
K56,Gallstone ileus
K56,Other impaction of intestine
K56,Intestinal adhesions [bands] with obstruction
K56,Other and unspecified intestinal obstruction
K56,"Ileus, unspecified"
K57,Diverticular disease of small intestine with perforation and abscess
K57,Diverticular disease of small intestine without perforation or abscess
K57,Diverticular disease of large intestine with perforation and abscess
K57,Diverticular disease of large intestine without perforation or abscess
K57,Diverticular disease of both small and large intestine with perforation and abscess
K57,Diverticular disease of both small and large intestine without perforation or abscess
K57,"Diverticular disease of intestine, part unspecified, with perforation and abscess"
K57,"Diverticular disease of intestine, part unspecified, without perforation or abscess"
K58,Irritable bowel syndrome with diarrhoea
K58,Irritable bowel syndrome without diarrhoea
K59,Constipation
K59,Functional diarrhoea
K59,"Neurogenic bowel, not elsewhere classified"
K59,"Megacolon, not elsewhere classified"
K59,Anal spasm
K59,Other specified functional intestinal disorders
K59,"Functional intestinal disorder, unspecified"
K60,Acute anal fissure
K60,Chronic anal fissure
K60,"Anal fissure, unspecified"
K60,Anal fistula
K60,Rectal fistula
K60,Anorectal fistula
K61,Anal abscess
K61,Rectal abscess
K61,Anorectal abscess
K61,Ischiorectal abscess
K61,Intrasphincteric abscess
K62,Anal polyp
K62,Rectal polyp
K62,Anal prolapse
K62,Rectal prolapse
K62,Stenosis of anus and rectum
K62,Haemorrhage of anus and rectum
K62,Ulcer of anus and rectum
K62,Radiation proctitis
K62,Other specified diseases of anus and rectum
K62,"Disease of anus and rectum, unspecified"
K63,Abscess of intestine
K63,Perforation of intestine (nontraumatic)
K63,Fistula of intestine
K63,Ulcer of intestine
K63,Enteroptosis
K63,Polyp of colon
K63,Other specified diseases of intestine
K63,"Disease of intestine, unspecified"
K64,First degree haemorrhoids
K64,Second degree haemorrhoids
K64,Third degree haemorrhoids
K64,Fourth degree haemorrhoids
K64,Residual haemorrhoidal skin tags
K64,Perianal venous thrombosis
K64,Other specified haemorrhoids
K64,"Haemorrhoids, unspecified"
K65,Acute peritonitis
K65,Other peritonitis
K65,"Peritonitis, unspecified"
K66,Peritoneal adhesions
K66,Haemoperitoneum
K66,Other specified disorders of peritoneum
K66,"Disorder of peritoneum, unspecified"
K67,Chlamydial peritonitis
K67,Gonococcal peritonitis
K67,Syphilitic peritonitis
K67,Tuberculous peritonitis
K67,Other disorders of peritoneum in infectious diseases classified elsewhere
K70,Alcoholic fatty liver
K70,Alcoholic hepatitis
K70,Alcoholic fibrosis and sclerosis of liver
K70,Alcoholic cirrhosis of liver
K70,Alcoholic hepatic failure
K70,"Alcoholic liver disease, unspecified"
K71,Toxic liver disease with cholestasis
K71,Toxic liver disease with hepatic necrosis
K71,Toxic liver disease with acute hepatitis
K71,Toxic liver disease with chronic persistent hepatitis
K71,Toxic liver disease with chronic lobular hepatitis
K71,Toxic liver disease with chronic active hepatitis
K71,"Toxic liver disease with hepatitis, not elsewhere classified"
K71,Toxic liver disease with fibrosis and cirrhosis of liver
K71,Toxic liver disease with other disorders of liver
K71,"Toxic liver disease, unspecified"
K72,Acute and subacute hepatic failure
K72,Chronic hepatic failure
K72,"Hepatic failure, unspecified"
K73,"Chronic persistent hepatitis, not elsewhere classified"
K73,"Chronic lobular hepatitis, not elsewhere classified"
K73,"Chronic active hepatitis, not elsewhere classified"
K73,"Other chronic hepatitis, not elsewhere classified"
K73,"Chronic hepatitis, unspecified"
K74,Hepatic fibrosis
K74,Hepatic sclerosis
K74,Hepatic fibrosis with hepatic sclerosis
K74,Primary biliary cirrhosis
K74,Secondary biliary cirrhosis
K74,"Biliary cirrhosis, unspecified"
K74,Other and unspecified cirrhosis of liver
K75,Abscess of liver
K75,Phlebitis of portal vein
K75,Nonspecific reactive hepatitis
K75,"Granulomatous hepatitis, not elsewhere classified"
K75,Autoimmune hepatitis
K75,Other specified inflammatory liver diseases
K75,"Inflammatory liver disease, unspecified"
K76,"Fatty (change of) liver, not elsewhere classified"
K76,Chronic passive congestion of liver
K76,Central haemorrhagic necrosis of liver
K76,Infarction of liver
K76,Peliosis hepatis
K76,Hepatic veno-occlusive disease
K76,Portal hypertension
K76,Hepatorenal syndrome
K76,Other specified diseases of liver
K76,"Liver disease, unspecified"
K77,Liver disorders in infectious and parasitic diseases classified elsewhere
K77,Liver disorders in other diseases classified elsewhere
K80,Calculus of gallbladder with acute cholecystitis
K80,Calculus of gallbladder with other cholecystitis
K80,Calculus of gallbladder without cholecystitis
K80,Calculus of bile duct with cholangitis
K80,Calculus of bile duct with cholecystitis
K80,Calculus of bile duct without cholangitis or cholecystitis
K80,Other cholelithiasis
K81,Acute cholecystitis
K81,Chronic cholecystitis
K81,Other cholecystitis
K81,"Cholecystitis, unspecified"
K82,Obstruction of gallbladder
K82,Hydrops of gallbladder
K82,Perforation of gallbladder
K82,Fistula of gallbladder
K82,Cholesterolosis of gallbladder
K82,Other specified diseases of gallbladder
K82,"Disease of gallbladder, unspecified"
K83,Cholangitis
K83,Obstruction of bile duct
K83,Perforation of bile duct
K83,Fistula of bile duct
K83,Spasm of sphincter of Oddi
K83,Biliary cyst
K83,Other specified diseases of biliary tract
K83,"Disease of biliary tract, unspecified"
K85,Idiopathic acute pancreatitis
K85,Biliary acute pancreatitis
K85,Alcohol-induced acute pancreatitis
K85,Drug-induced acute pancreatitis
K85,Other acute pancreatitis
K85,"Acute pancreatitis, unspecified"
K86,Alcohol-induced chronic pancreatitis
K86,Other chronic pancreatitis
K86,Cyst of pancreas
K86,Pseudocyst of pancreas
K86,Other specified diseases of pancreas
K86,"Disease of pancreas, unspecified"
K87,Disorders of gallbladder and biliary tract in diseases classified elsewhere
K87,Disorders of pancreas in diseases classified elsewhere
K90,Coeliac disease
K90,Tropical sprue
K90,"Blind loop syndrome, not elsewhere classified"
K90,Pancreatic steatorrhoea
K90,"Malabsorption due to intolerance, not elsewhere classified"
K90,Other intestinal malabsorption
K90,"Intestinal malabsorption, unspecified"
K91,Vomiting following gastrointestinal surgery
K91,Postgastric surgery syndromes
K91,"Postsurgical malabsorption, not elsewhere classified"
K91,Postoperative intestinal obstruction
K91,Colostomy and enterostomy malfunction
K91,Postcholecystectomy syndrome
K91,"Other postprocedural disorders of digestive system, not elsewhere classified"
K91,"Postprocedural disorder of digestive system, unspecified"
K92,Haematemesis
K92,Melaena
K92,"Gastrointestinal haemorrhage, unspecified"
K92,Other specified diseases of digestive system
K92,"Disease of digestive system, unspecified"
K93,"Tuberculous disorders of intestines, peritoneum and mesenteric glands"
K93,Megacolon in Chagas disease
K93,Disorders of other specified digestive organs in diseases classified elsewhere
L00,Staphylococcal scalded skin syndrome
L01,Impetigo [any organism] [any site]
L01,Impetiginization of other dermatoses
L02,"Cutaneous abscess, furuncle and carbuncle of face"
L02,"Cutaneous abscess, furuncle and carbuncle of neck"
L02,"Cutaneous abscess, furuncle and carbuncle of trunk"
L02,"Cutaneous abscess, furuncle and carbuncle of buttock"
L02,"Cutaneous abscess, furuncle and carbuncle of limb"
L02,"Cutaneous abscess, furuncle and carbuncle of other sites"
L02,"Cutaneous abscess, furuncle and carbuncle, unspecified"
L03,Cellulitis of finger and toe
L03,Cellulitis of other parts of limb
L03,Cellulitis of face
L03,Cellulitis of trunk
L03,Cellulitis of other sites
L03,"Cellulitis, unspecified"
L04,"Acute lymphadenitis of face, head and neck"
L04,Acute lymphadenitis of trunk
L04,Acute lymphadenitis of upper limb
L04,Acute lymphadenitis of lower limb
L04,Acute lymphadenitis of other sites
L04,"Acute lymphadenitis, unspecified"
L05,Pilonidal cyst with abscess
L05,Pilonidal cyst without abscess
L08,Pyoderma
L08,Erythrasma
L08,Other specified local infections of skin and subcutaneous tissue
L08,"Local infection of skin and subcutaneous tissue, unspecified"
L10,Pemphigus vulgaris
L10,Pemphigus vegetans
L10,Pemphigus foliaceus
L10,Brazilian pemphigus [fogo selvagem]
L10,Pemphigus erythematosus
L10,Drug-induced pemphigus
L10,Other pemphigus
L10,"Pemphigus, unspecified"
L11,Acquired keratosis follicularis
L11,Transient acantholytic dermatosis [Grover]
L11,Other specified acantholytic disorders
L11,"Acantholytic disorder, unspecified"
L12,Bullous pemphigoid
L12,Cicatricial pemphigoid
L12,Chronic bullous disease of childhood
L12,Acquired epidermolysis bullosa
L12,Other pemphigoid
L12,"Pemphigoid, unspecified"
L13,Dermatitis herpetiformis
L13,Subcorneal pustular dermatitis
L13,Other specified bullous disorders
L13,"Bullous disorder, unspecified"
L14,Bullous disorders in diseases classified elsewhere
L20,Besnier prurigo
L20,Other atopic dermatitis
L20,"Atopic dermatitis, unspecified"
L21,Seborrhoea capitis
L21,Seborrhoeic infantile dermatitis
L21,Other seborrhoeic dermatitis
L21,"Seborrhoeic dermatitis, unspecified"
L22,Diaper [napkin] dermatitis
L23,Allergic contact dermatitis due to metals
L23,Allergic contact dermatitis due to adhesives
L23,Allergic contact dermatitis due to cosmetics
L23,Allergic contact dermatitis due to drugs in contact with skin
L23,Allergic contact dermatitis due to dyes
L23,Allergic contact dermatitis due to other chemical products
L23,Allergic contact dermatitis due to food in contact with skin
L23,"Allergic contact dermatitis due to plants, except food"
L23,Allergic contact dermatitis due to other agents
L23,"Allergic contact dermatitis, unspecified cause"
L24,Irritant contact dermatitis due to detergents
L24,Irritant contact dermatitis due to oils and greases
L24,Irritant contact dermatitis due to solvents
L24,Irritant contact dermatitis due to cosmetics
L24,Irritant contact dermatitis due to drugs in contact with skin
L24,Irritant contact dermatitis due to other chemical products
L24,Irritant contact dermatitis due to food in contact with skin
L24,"Irritant contact dermatitis due to plants, except food"
L24,Irritant contact dermatitis due to other agents
L24,"Irritant contact dermatitis, unspecified cause"
L25,Unspecified contact dermatitis due to cosmetics
L25,Unspecified contact dermatitis due to drugs in contact with skin
L25,Unspecified contact dermatitis due to dyes
L25,Unspecified contact dermatitis due to other chemical products
L25,Unspecified contact dermatitis due to food in contact with skin
L25,"Unspecified contact dermatitis due to plants, except food"
L25,Unspecified contact dermatitis due to other agents
L25,"Unspecified contact dermatitis, unspecified cause"
L26,Exfoliative dermatitis
L27,Generalized skin eruption due to drugs and medicaments
L27,Localized skin eruption due to drugs and medicaments
L27,Dermatitis due to ingested food
L27,Dermatitis due to other substances taken internally
L27,Dermatitis due to unspecified substance taken internally
L28,Lichen simplex chronicus
L28,Prurigo nodularis
L28,Other prurigo
L29,Pruritus ani
L29,Pruritus scroti
L29,Pruritus vulvae
L29,"Anogenital pruritus, unspecified"
L29,Other pruritus
L29,"Pruritus, unspecified"
L30,Nummular dermatitis
L30,Dyshidrosis [pompholyx]
L30,Cutaneous autosensitization
L30,Infective dermatitis
L30,Erythema intertrigo
L30,Pityriasis alba
L30,Other specified dermatitis
L30,"Dermatitis, unspecified"
L40,Psoriasis vulgaris
L40,Generalized pustular psoriasis
L40,Acrodermatitis continua
L40,Pustulosis palmaris et plantaris
L40,Guttate psoriasis
L40,Arthropathic psoriasis
L40,Other psoriasis
L40,"Psoriasis, unspecified"
L41,Pityriasis lichenoides et varioliformis acuta
L41,Pityriasis lichenoides chronica
L41,Small plaque parapsoriasis
L41,Large plaque parapsoriasis
L41,Retiform parapsoriasis
L41,Other parapsoriasis
L41,"Parapsoriasis, unspecified"
L42,Pityriasis rosea
L43,Hypertrophic lichen planus
L43,Bullous lichen planus
L43,Lichenoid drug reaction
L43,Subacute (active) lichen planus
L43,Other lichen planus
L43,"Lichen planus, unspecified"
L44,Pityriasis rubra pilaris
L44,Lichen nitidus
L44,Lichen striatus
L44,Lichen ruber moniliformis
L44,Infantile papular acrodermatitis [Giannotti-Crosti]
L44,Other specified papulosquamous disorders
L44,"Papulosquamous disorder, unspecified"
L45,Papulosquamous disorders in diseases classified elsewhere
L50,Allergic urticaria
L50,Idiopathic urticaria
L50,Urticaria due to cold and heat
L50,Dermatographic urticaria
L50,Vibratory urticaria
L50,Cholinergic urticaria
L50,Contact urticaria
L50,Other urticaria
L50,"Urticaria, unspecified"
L51,Nonbullous erythema multiforme
L51,Bullous erythema multiforme
L51,Toxic epidermal necrolysis [Lyell]
L51,Other erythema multiforme
L51,"Erythema multiforme, unspecified"
L52,Erythema nodosum
L53,Toxic erythema
L53,Erythema annulare centrifugum
L53,Erythema marginatum
L53,Other chronic figurate erythema
L53,Other specified erythematous conditions
L53,"Erythematous condition, unspecified"
L54,Erythema marginatum in acute rheumatic fever
L54,Erythema in other diseases classified elsewhere
L55,Sunburn of first degree
L55,Sunburn of second degree
L55,Sunburn of third degree
L55,Other sunburn
L55,"Sunburn, unspecified"
L56,Drug phototoxic response
L56,Drug photoallergic response
L56,Photocontact dermatitis [berloque dermatitis]
L56,Solar urticaria
L56,Polymorphous light eruption
L56,Other specified acute skin changes due to ultraviolet radiation
L56,"Acute skin change due to ultraviolet radiation, unspecified"
L57,Actinic keratosis
L57,Actinic reticuloid
L57,Cutis rhomboidalis nuchae
L57,Poikiloderma of Civatte
L57,Cutis laxa senilis
L57,Actinic granuloma
L57,Other skin changes due to chronic exposure to nonionizing radiation
L57,"Skin changes due to chronic exposure to nonionizing radiation, unspecified"
L58,Acute radiodermatitis
L58,Chronic radiodermatitis
L58,"Radiodermatitis, unspecified"
L59,Erythema ab igne [dermatitis ab igne]
L59,Other specified disorders of skin and subcutaneous tissue related to radiation
L59,"Disorder of skin and subcutaneous tissue related to radiation, unspecified"
L60,Ingrowing nail
L60,Onycholysis
L60,Onychogryphosis
L60,Nail dystrophy
L60,Beau lines
L60,Yellow nail syndrome
L60,Other nail disorders
L60,"Nail disorder, unspecified"
L62,Clubbed nail pachydermoperiostosis
L62,Nail disorders in other diseases classified elsewhere
L63,Alopecia (capitis) totalis
L63,Alopecia universalis
L63,Ophiasis
L63,Other alopecia areata
L63,"Alopecia areata, unspecified"
L64,Drug-induced androgenic alopecia
L64,Other androgenic alopecia
L64,"Androgenic alopecia, unspecified"
L65,Telogen effluvium
L65,Anagen effluvium
L65,Alopecia mucinosa
L65,Other specified nonscarring hair loss
L65,"Nonscarring hair loss, unspecified"
L66,Pseudopelade
L66,Lichen planopilaris
L66,Folliculitis decalvans
L66,Perifolliculitis capitis abscedens
L66,Folliculitis ulerythematosa reticulata
L66,Other cicatricial alopecia
L66,"Cicatricial alopecia, unspecified"
L67,Trichorrhexis nodosa
L67,Variations in hair colour
L67,Other hair colour and hair shaft abnormalities
L67,"Hair colour and hair shaft abnormality, unspecified"
L68,Hirsutism
L68,Acquired hypertrichosis lanuginosa
L68,Localized hypertrichosis
L68,Polytrichia
L68,Other hypertrichosis
L68,"Hypertrichosis, unspecified"
L70,Acne vulgaris
L70,Acne conglobata
L70,Acne varioliformis
L70,Acne tropica
L70,Infantile acne
L70,Acne excoriee des jeunes filles
L70,Other acne
L70,"Acne, unspecified"
L71,Perioral dermatitis
L71,Rhinophyma
L71,Other rosacea
L71,"Rosacea, unspecified"
L72,Epidermal cyst
L72,Trichilemmal cyst
L72,Steatocystoma multiplex
L72,Other follicular cysts of skin and subcutaneous tissue
L72,"Follicular cyst of skin and subcutaneous tissue, unspecified"
L73,Acne keloid
L73,Pseudofolliculitis barbae
L73,Hidradenitis suppurativa
L73,Other specified follicular disorders
L73,"Follicular disorder, unspecified"
L74,Miliaria rubra
L74,Miliaria crystallina
L74,Miliaria profunda
L74,"Miliaria, unspecified"
L74,Anhidrosis
L74,Other eccrine sweat disorders
L74,"Eccrine sweat disorder, unspecified"
L75,Bromhidrosis
L75,Chromhidrosis
L75,Apocrine miliaria
L75,Other apocrine sweat disorders
L75,"Apocrine sweat disorder, unspecified"
L80,Vitiligo
L81,Postinflammatory hyperpigmentation
L81,Chloasma
L81,Freckles
L81,Cafe au lait spots
L81,Other melanin hyperpigmentation
L81,"Leukoderma, not elsewhere classified"
L81,Other disorders of diminished melanin formation
L81,Pigmented purpuric dermatosis
L81,Other specified disorders of pigmentation
L81,"Disorder of pigmentation, unspecified"
L82,Seborrhoeic keratosis
L83,Acanthosis nigricans
L84,Corns and callosities
L85,Acquired ichthyosis
L85,Acquired keratosis [keratoderma] palmaris et plantaris
L85,Keratosis punctata (palmaris et plantaris)
L85,Xerosis cutis
L85,Other specified epidermal thickening
L85,"Epidermal thickening, unspecified"
L86,Keratoderma in diseases classified elsewhere
L87,Keratosis follicularis et parafollicularis in cutem penetrans [Kyrle]
L87,Reactive perforating collagenosis
L87,Elastosis perforans serpiginosa
L87,Other transepidermal elimination disorders
L87,"Transepidermal elimination disorder, unspecified"
L88,Pyoderma gangrenosum
L89,Stage I decubitus ulcer and pressure area
L89,Stage II decubitus ulcer
L89,Stage III decubitus ulcer
L89,Stage IV decubitus ulcer
L89,"Decubitus ulcer and pressure area, unspecified"
L90,Lichen sclerosus et atrophicus
L90,Anetoderma of Schweninger-Buzzi
L90,Anetoderma of Jadassohn-Pellizzari
L90,Atrophoderma of Pasini and Pierini
L90,Acrodermatitis chronica atrophicans
L90,Scar conditions and fibrosis of skin
L90,Striae atrophicae
L90,Other atrophic disorders of skin
L90,"Atrophic disorder of skin, unspecified"
L91,Hypertrophic scar
L91,Other hypertrophic disorders of skin
L91,"Hypertrophic disorder of skin, unspecified"
L92,Granuloma annulare
L92,"Necrobiosis lipoidica, not elsewhere classified"
L92,Granuloma faciale [eosinophilic granuloma of skin]
L92,Foreign body granuloma of skin and subcutaneous tissue
L92,Other granulomatous disorders of skin and subcutaneous tissue
L92,"Granulomatous disorder of skin and subcutaneous tissue, unspecified"
L93,Discoid lupus erythematosus
L93,Subacute cutaneous lupus erythematosus
L93,Other local lupus erythematosus
L94,Localized scleroderma [morphea]
L94,Linear scleroderma
L94,Calcinosis cutis
L94,Sclerodactyly
L94,Gottron papules
L94,Poikiloderma vasculare atrophicans
L94,Ainhum
L94,Other specified localized connective tissue disorders
L94,"Localized connective tissue disorder, unspecified"
L95,Livedoid vasculitis
L95,Erythema elevatum diutinum
L95,Other vasculitis limited to skin
L95,"Vasculitis limited to skin, unspecified"
L97,"Ulcer of lower limb, not elsewhere classified"
L98,Pyogenic granuloma
L98,Factitial dermatitis
L98,Febrile neutrophilic dermatosis [Sweet]
L98,Eosinophilic cellulitis [Wells]
L98,"Chronic ulcer of skin, not elsewhere classified"
L98,Mucinosis of skin
L98,Other infiltrative disorders of skin and subcutaneous tissue
L98,Excessive and redundant skin and subcutaneous tissue
L98,Other specified disorders of skin and subcutaneous tissue
L98,"Disorder of skin and subcutaneous tissue, unspecified"
L99,Amyloidosis of skin
L99,Other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere
M00,Staphylococcal arthritis and polyarthritis
M00,Staphylococcal arthritis and polyarthritis: Multiple sites
M00,Staphylococcal arthritis and polyarthritis: Shoulder region
M00,Staphylococcal arthritis and polyarthritis: Upper arm
M00,Staphylococcal arthritis and polyarthritis: Forearm
M00,Staphylococcal arthritis and polyarthritis: Hand
M00,Staphylococcal arthritis and polyarthritis: Pelvic region and thigh
M00,Staphylococcal arthritis and polyarthritis: Lower leg
M00,Staphylococcal arthritis and polyarthritis: Ankle and foot
M00,Staphylococcal arthritis and polyarthritis: Other
M00,Staphylococcal arthritis and polyarthritis: Site unspecified
M00,Pneumococcal arthritis and polyarthritis
M00,Pneumococcal arthritis and polyarthritis: Multiple sites
M00,Pneumococcal arthritis and polyarthritis: Shoulder region
M00,Pneumococcal arthritis and polyarthritis: Upper arm
M00,Pneumococcal arthritis and polyarthritis: Forearm
M00,Pneumococcal arthritis and polyarthritis: Hand
M00,Pneumococcal arthritis and polyarthritis: Pelvic region and thigh
M00,Pneumococcal arthritis and polyarthritis: Lower leg
M00,Pneumococcal arthritis and polyarthritis: Ankle and foot
M00,Pneumococcal arthritis and polyarthritis: Other
M00,Pneumococcal arthritis and polyarthritis: Site unspecified
M00,Other streptococcal arthritis and polyarthritis
M00,Other streptococcal arthritis and polyarthritis: Multiple sites
M00,Other streptococcal arthritis and polyarthritis: Shoulder region
M00,Other streptococcal arthritis and polyarthritis: Upper arm
M00,Other streptococcal arthritis and polyarthritis: Forearm
M00,Other streptococcal arthritis and polyarthritis: Hand
M00,Other streptococcal arthritis and polyarthritis: Pelvic region and thigh
M00,Other streptococcal arthritis and polyarthritis: Lower leg
M00,Other streptococcal arthritis and polyarthritis: Ankle and foot
M00,Other streptococcal arthritis and polyarthritis: Other
M00,Other streptococcal arthritis and polyarthritis: Site unspecified
M00,Arthritis and polyarthritis due to other specified bacterial agents
M00,Arthritis and polyarthritis due to other specified bacterial agents: Multiple sites
M00,Arthritis and polyarthritis due to other specified bacterial agents: Shoulder region
M00,Arthritis and polyarthritis due to other specified bacterial agents: Upper arm
M00,Arthritis and polyarthritis due to other specified bacterial agents: Forearm
M00,Arthritis and polyarthritis due to other specified bacterial agents: Hand
M00,Arthritis and polyarthritis due to other specified bacterial agents: Pelvic region and thigh
M00,Arthritis and polyarthritis due to other specified bacterial agents: Lower leg
M00,Arthritis and polyarthritis due to other specified bacterial agents: Ankle and foot
M00,Arthritis and polyarthritis due to other specified bacterial agents: Other
M00,Arthritis and polyarthritis due to other specified bacterial agents: Site unspecified
M00,"Pyogenic arthritis, unspecified"
M00,"Pyogenic arthritis, unspecified: Multiple sites"
M00,"Pyogenic arthritis, unspecified: Shoulder region"
M00,"Pyogenic arthritis, unspecified: Upper arm"
M00,"Pyogenic arthritis, unspecified: Forearm"
M00,"Pyogenic arthritis, unspecified: Hand"
M00,"Pyogenic arthritis, unspecified: Pelvic region and thigh"
M00,"Pyogenic arthritis, unspecified: Lower leg"
M00,"Pyogenic arthritis, unspecified: Ankle and foot"
M00,"Pyogenic arthritis, unspecified: Other"
M00,"Pyogenic arthritis, unspecified: Site unspecified"
M01,Meningococcal arthritis
M01,Meningococcal arthritis: Multiple sites
M01,Meningococcal arthritis: Shoulder region
M01,Meningococcal arthritis: Upper arm
M01,Meningococcal arthritis: Forearm
M01,Meningococcal arthritis: Hand
M01,Meningococcal arthritis: Pelvic region and thigh
M01,Meningococcal arthritis: Lower leg
M01,Meningococcal arthritis: Ankle and foot
M01,Meningococcal arthritis: Other
M01,Meningococcal arthritis: Site unspecified
M01,Tuberculous arthritis
M01,Tuberculous arthritis: Multiple sites
M01,Tuberculous arthritis: Shoulder region
M01,Tuberculous arthritis: Upper arm
M01,Tuberculous arthritis: Forearm
M01,Tuberculous arthritis: Hand
M01,Tuberculous arthritis: Pelvic region and thigh
M01,Tuberculous arthritis: Lower leg
M01,Tuberculous arthritis: Ankle and foot
M01,Tuberculous arthritis: Other
M01,Tuberculous arthritis: Site unspecified
M01,Arthritis in Lyme disease
M01,Arthritis in Lyme disease: Multiple sites
M01,Arthritis in Lyme disease: Shoulder region
M01,Arthritis in Lyme disease: Upper arm
M01,Arthritis in Lyme disease: Forearm
M01,Arthritis in Lyme disease: Hand
M01,Arthritis in Lyme disease: Pelvic region and thigh
M01,Arthritis in Lyme disease: Lower leg
M01,Arthritis in Lyme disease: Ankle and foot
M01,Arthritis in Lyme disease: Other
M01,Arthritis in Lyme disease: Site unspecified
M01,Arthritis in other bacterial diseases classified elsewhere
M01,Arthritis in other bacterial diseases classified elsewhere: Multiple sites
M01,Arthritis in other bacterial diseases classified elsewhere: Shoulder region
M01,Arthritis in other bacterial diseases classified elsewhere: Upper arm
M01,Arthritis in other bacterial diseases classified elsewhere: Forearm
M01,Arthritis in other bacterial diseases classified elsewhere: Hand
M01,Arthritis in other bacterial diseases classified elsewhere: Pelvic region and thigh
M01,Arthritis in other bacterial diseases classified elsewhere: Lower leg
M01,Arthritis in other bacterial diseases classified elsewhere: Ankle and foot
M01,Arthritis in other bacterial diseases classified elsewhere: Other
M01,Arthritis in other bacterial diseases classified elsewhere: Site unspecified
M01,Rubella arthritis
M01,Rubella arthritis: Multiple sites
M01,Rubella arthritis: Shoulder region
M01,Rubella arthritis: Upper arm
M01,Rubella arthritis: Forearm
M01,Rubella arthritis: Hand
M01,Rubella arthritis: Pelvic region and thigh
M01,Rubella arthritis: Lower leg
M01,Rubella arthritis: Ankle and foot
M01,Rubella arthritis: Other
M01,Rubella arthritis: Site unspecified
M01,Arthritis in other viral diseases classified elsewhere
M01,Arthritis in other viral diseases classified elsewhere: Multiple sites
M01,Arthritis in other viral diseases classified elsewhere: Shoulder region
M01,Arthritis in other viral diseases classified elsewhere: Upper arm
M01,Arthritis in other viral diseases classified elsewhere: Forearm
M01,Arthritis in other viral diseases classified elsewhere: Hand
M01,Arthritis in other viral diseases classified elsewhere: Pelvic region and thigh
M01,Arthritis in other viral diseases classified elsewhere: Lower leg
M01,Arthritis in other viral diseases classified elsewhere: Ankle and foot
M01,Arthritis in other viral diseases classified elsewhere: Other
M01,Arthritis in other viral diseases classified elsewhere: Site unspecified
M01,Arthritis in mycoses
M01,Arthritis in mycoses: Multiple sites
M01,Arthritis in mycoses: Shoulder region
M01,Arthritis in mycoses: Upper arm
M01,Arthritis in mycoses: Forearm
M01,Arthritis in mycoses: Hand
M01,Arthritis in mycoses: Pelvic region and thigh
M01,Arthritis in mycoses: Lower leg
M01,Arthritis in mycoses: Ankle and foot
M01,Arthritis in mycoses: Other
M01,Arthritis in mycoses: Site unspecified
M01,Arthritis in other infectious and parasitic diseases classified elsewhere
M01,Arthritis in other infectious and parasitic diseases classified elsewhere: Multiple sites
M01,Arthritis in other infectious and parasitic diseases classified elsewhere: Shoulder region
M01,Arthritis in other infectious and parasitic diseases classified elsewhere: Upper arm
M01,Arthritis in other infectious and parasitic diseases classified elsewhere: Forearm
M01,Arthritis in other infectious and parasitic diseases classified elsewhere: Hand
M01,Arthritis in other infectious and parasitic diseases classified elsewhere: Pelvic region and thigh
M01,Arthritis in other infectious and parasitic diseases classified elsewhere: Lower leg
M01,Arthritis in other infectious and parasitic diseases classified elsewhere: Ankle and foot
